Date,Revenue,COGS,is_test,day_of_week,day_of_month,month,quarter,year,week_of_year,is_weekend,is_month_start,is_month_end,revenue_lag_1,revenue_lag_7,revenue_lag_30,rolling_mean_7,rolling_std_7,revenue_growth_rate,active_promos_count,is_promo_active,sessions_lag_1,sessions_lag_7,sessions_rolling_mean_7,total_stock_on_hand,total_stockouts,revenue_lag_14,revenue_rolling_mean_7,revenue_rolling_mean_30,revenue_rolling_std_7,is_payday,is_double_day,is_christmas,days_to_payday,days_to_double_day,revenue_lag_2,revenue_lag_3,revenue_diff_1,revenue_diff_7,revenue_acceleration,weekend_x_payday,promo_x_weekend,sessions_per_dayofweek
2015-03-25,6763449.95,6062883.43,0,2,25,3,1,2015,13,0,0,0,6187718.83,6793794.72,7360399.98,5555962.465714285,795149.0842207422,0.1962436964149865,1.0,1,23120.0,18253.0,22040.0,69614.0,298.0,6098020.8,5555962.465714285,4918209.221666667,795149.0842207422,1,0,0,0,9,5172623.98,5271032.0,1015094.8499999996,-606075.8899999997,1113502.8699999992,0,0,7706.666666666667
2015-03-26,6983791.47,6190732.25,0,3,26,3,1,2015,13,0,0,0,6763449.95,6012381.06,5473140.47,5551627.4985714285,787320.1581100066,0.0930441630942691,1.0,1,22944.0,23852.0,22710.14285714286,69614.0,298.0,4869770.72,5551627.4985714285,4898310.8873333335,787320.1581100066,0,0,0,5,8,6187718.83,5172623.98,575731.1200000001,751068.8900000006,-439363.7299999995,0,0,5736.0
2015-03-27,5007891.27,4516109.24,0,4,27,3,1,2015,13,0,0,0,6983791.47,4887915.96,8502202.85,5690400.414285714,950721.8774818982,0.032578273163683225,1.0,1,27836.0,19678.0,23279.285714285714,69614.0,298.0,3474969.89,5690400.414285714,4948665.920666667,950721.8774818982,0,0,0,4,7,6763449.95,6187718.83,220341.51999999955,2095875.5099999998,-355389.60000000056,0,0,5567.2
2015-03-28,5941997.22,5296480.62,0,5,28,3,1,2015,13,1,0,0,5007891.27,4566270.71,6528340.52,5707539.744285715,934791.7474113035,-0.2829265748394404,1.0,1,23381.0,26207.0,23808.285714285714,69614.0,298.0,4711284.42,5707539.744285715,4832188.868000001,934791.7474113035,0,0,0,3,6,6983791.47,6763449.95,-1975900.2000000002,441620.5599999996,-2196241.7199999997,0,1,3896.8333333333335
2015-03-29,6087900.7,5431213.47,0,6,29,3,1,2015,13,1,0,0,5941997.22,5271032.0,4695415.58,5904072.102857143,787941.8537883998,0.1865268033265428,1.0,1,23832.0,21331.0,23469.0,69614.0,298.0,5040735.75,5904072.102857143,4812644.091333333,787941.8537883998,0,0,0,2,5,5007891.27,6983791.47,934105.9500000002,670965.2199999997,2910006.1500000004,0,1,3404.5714285714284
2015-03-30,14251354.04,12890205.46,0,0,30,3,1,2015,14,0,0,0,6087900.7,5172623.98,3896812.17,6020767.631428571,737432.7592274857,0.02455461936416059,1.0,1,24705.0,21839.0,23951.0,69614.0,298.0,5602879.7,6020767.631428571,4859060.262,737432.7592274857,0,0,0,1,4,5941997.22,5007891.27,145903.48000000045,915276.7199999997,-788202.4699999997,0,0,24705.0
2015-03-31,14813965.34,13306811.36,0,1,31,3,1,2015,14,0,0,1,14251354.04,6187718.83,4612623.19,7317729.068571429,3122800.1493249526,1.3409307645244604,1.0,1,21988.0,23120.0,23972.285714285714,71941.0,298.0,5692241.74,7317729.068571429,5204211.657666666,3122800.1493249526,0,0,0,0,3,6087900.7,5941997.22,8163453.339999999,8063635.209999999,8017549.8599999985,0,0,10994.0
2015-04-01,13697879.88,12323133.99,0,2,1,4,2,2015,14,0,1,0,14813965.34,6763449.95,1204115.66,8550049.998571428,4139195.083023114,0.03947774354779843,1.0,1,23712.0,22944.0,24056.85714285714,71941.0,298.0,6793794.72,8550049.998571428,5544256.396,4139195.083023114,1,0,0,0,3,14251354.04,6087900.7,562611.3000000007,8050515.39,-7600842.039999998,0,0,7904.0
2015-04-02,11638587.41,10494545.99,0,3,2,4,2,2015,14,0,0,0,13697879.88,6983791.47,2971078.12,9540682.845714286,4457883.546812346,-0.07534008851677243,1.0,1,29410.0,27836.0,24980.571428571428,71941.0,298.0,6012381.06,9540682.845714286,5960715.203333333,4457883.546812346,0,0,0,3,2,14813965.34,14251354.04,-1116085.459999999,6714088.410000001,-1678696.7599999998,0,0,7352.5
2015-04-03,10239965.04,9205352.56,0,4,3,4,2,2015,14,0,0,0,11638587.41,5007891.27,3275231.73,10205653.694285715,4358986.134969565,-0.15033658405829153,1.0,1,30456.0,23381.0,25354.85714285714,71941.0,298.0,4887915.96,10205653.694285715,6249632.179666666,4358986.134969565,0,0,0,2,1,13697879.88,14813965.34,-2059292.4700000007,6630696.140000001,-943207.0100000016,0,0,6091.2
2015-04-04,4214414.51,3835706.41,0,5,4,4,2,2015,14,1,0,0,10239965.04,5941997.22,3623778.02,10953092.804285714,3721073.931814277,-0.12017114454957734,1.0,1,31142.0,23832.0,26463.571428571428,71941.0,298.0,4566270.71,10953092.804285714,6481789.956666667,3721073.931814277,0,1,0,1,0,11638587.41,13697879.88,-1398622.370000001,4297967.819999999,660670.0999999996,0,1,5190.333333333333
2015-04-05,4549233.48,4060392.25,0,6,5,4,2,2015,14,1,0,0,4214414.51,6087900.7,4126698.63,10706295.274285715,4142275.7491001147,-0.58843467789808,1.0,1,27051.0,24705.0,26923.428571428572,71941.0,298.0,5271032.0,10706295.274285715,6501477.839666666,4142275.7491001147,1,0,0,0,30,10239965.04,11638587.41,-6025550.529999999,-1873486.1900000004,-4626928.159999998,1,1,3864.4285714285716
2015-04-06,5947351.85,5501604.96,0,0,6,4,2,2015,15,0,0,0,4549233.48,14251354.04,3652751.16,10486485.67142857,4457060.2784384135,0.07944614114381476,1.0,1,34818.0,21988.0,28368.14285714286,71941.0,298.0,5172623.98,10486485.67142857,6515562.334666667,4457060.2784384135,0,0,0,9,29,4214414.51,10239965.04,334818.97000000067,-9702120.559999999,6360369.5,0,0,34818.0
2015-04-07,6969771.13,6115686.29,0,1,7,4,2,2015,15,0,0,0,5947351.85,14813965.34,3679065.16,9300199.644285714,4392624.466128942,0.3073305373634063,1.0,1,32488.0,23712.0,29868.14285714286,71941.0,298.0,6187718.83,9300199.644285714,6592049.024333334,4392624.466128942,0,0,0,8,28,4549233.48,4214414.51,1398118.3699999992,-8866613.49,1063299.3999999985,0,0,16244.0
2015-04-08,6923568.08,6092200.11,0,2,8,4,2,2015,15,0,0,0,6969771.13,13697879.88,4520902.2,8179600.471428571,3697070.5874631526,0.17191168536631984,1.0,1,37841.0,29410.0,31886.571428571428,71941.0,298.0,6763449.95,8179600.471428571,6701739.223333334,3697070.5874631526,0,0,0,7,27,5947351.85,4549233.48,1022419.2800000003,-6728108.750000001,-375699.0899999989,0,0,12613.666666666666
2015-04-09,5334934.77,4630574.68,0,3,9,4,2,2015,15,0,0,0,6923568.08,11638587.41,5042080.93,7211841.642857143,2786284.720358501,-0.0066290627250481515,1.0,1,31407.0,30456.0,32171.85714285714,71941.0,298.0,6983791.47,7211841.642857143,6781828.085999999,2786284.720358501,0,0,0,6,26,6969771.13,5947351.85,-46203.049999999814,-4715019.33,-1068622.33,0,0,7851.75
2015-04-10,5286341.9,4755107.84,0,4,10,4,2,2015,15,0,0,0,5334934.77,10239965.04,6098020.8,6311319.837142857,2034306.5944735815,-0.22945297737290404,1.0,1,33264.0,31142.0,32573.0,71941.0,298.0,5007891.27,6311319.837142857,6791589.880666667,2034306.5944735815,0,0,0,5,25,6923568.08,6969771.13,-1588633.3100000005,-4905030.27,-1542430.2600000007,0,0,6652.8
2015-04-11,7223512.23,6692976.84,0,5,11,4,2,2015,15,1,0,0,5286341.9,4214414.51,4869770.72,5603659.388571428,1075582.2756615095,-0.009108428142974079,1.0,1,31701.0,27051.0,32652.85714285714,71941.0,298.0,5941997.22,5603659.388571428,6764533.917333334,1075582.2756615095,0,0,0,4,24,5334934.77,6923568.08,-48592.86999999918,1071927.3900000006,1540040.4400000013,0,1,5283.5
2015-04-12,6941143.47,6173613.48,0,6,12,4,2,2015,15,1,0,0,7223512.23,4549233.48,3474969.89,6033530.491428571,1028077.5854354843,0.36644817279033726,1.0,1,32699.0,34818.0,33459.71428571428,71941.0,298.0,6087900.7,6033530.491428571,6842991.967666667,1028077.5854354843,0,0,0,3,23,5286341.9,5334934.77,1937170.33,2674278.75,1985763.1999999993,0,1,4671.285714285715
2015-04-13,8008850.6,7198672.06,0,0,13,4,2,2015,16,0,0,0,6941143.47,5947351.85,4711284.42,6375231.918571428,831160.4110724165,-0.03909023076437712,1.0,1,33695.0,32488.0,33299.28571428572,71941.0,298.0,14251354.04,6375231.918571428,6958531.086999999,831160.4110724165,0,0,0,2,22,7223512.23,5286341.9,-282368.7600000007,993791.6200000001,-2219539.090000001,0,0,33695.0
2015-04-14,9764966.49,8525033.47,0,1,14,4,2,2015,16,0,0,0,8008850.6,6969771.13,5040735.75,6669731.74,1001955.0391680871,0.1538229449678843,1.0,1,32788.0,37841.0,33342.142857142855,71941.0,298.0,14813965.34,6669731.74,7068449.959666667,1001955.0391680871,0,0,0,1,21,6941143.47,7223512.23,1067707.13,1039079.4699999997,1350075.8900000006,0,0,16394.0
2015-04-15,8464241.45,7283839.1,0,2,15,4,2,2015,16,0,0,0,9764966.49,6923568.08,5602879.7,7069045.362857143,1549073.8275577698,0.21927190026493948,1.0,1,31794.0,31407.0,32478.285714285714,71941.0,298.0,13697879.88,7069045.362857143,7225924.317666667,1549073.8275577698,1,0,0,0,20,8008850.6,6941143.47,1756115.8900000006,2841398.41,688408.7600000007,0,0,10598.0
2015-04-16,6025485.77,5033699.98,0,3,16,4,2,2015,16,0,0,0,8464241.45,5334934.77,5692241.74,7289141.558571428,1632181.0803095563,-0.13320322617922276,1.0,1,30748.0,33264.0,32384.14285714286,71941.0,298.0,11638587.41,7289141.558571428,7321303.042666665,1632181.0803095563,0,0,0,9,19,9764966.49,8008850.6,-1300725.040000001,3129306.6799999997,-3056840.9300000016,0,0,7687.0
2015-04-17,6481493.13,5294636.04,0,4,17,4,2,2015,16,0,0,0,6025485.77,5286341.9,6793794.72,7387791.701428571,1510732.1237407879,-0.2881245406816697,1.0,1,30162.0,31701.0,31941.0,71941.0,298.0,10239965.04,7387791.701428571,7332411.177,1510732.1237407879,0,0,0,8,18,8464241.45,9764966.49,-2438755.6799999997,739143.8699999992,-1138030.6399999987,0,0,6032.4
2015-04-18,7432727.07,5745887.3,0,5,18,4,2,2015,16,1,0,0,6481493.13,7223512.23,6012381.06,7558527.591428571,1284205.3263870205,0.0756797671434879,0.0,0,34071.0,32699.0,32279.571428571428,71941.0,298.0,4214414.51,7558527.591428571,7322001.124,1284205.3263870205,0,0,0,7,17,6025485.77,8464241.45,456007.36000000034,-742019.1000000006,2894763.04,0,0,5678.5
2015-04-19,6854069.17,5371424.19,0,6,19,4,2,2015,16,1,0,0,7432727.07,6941143.47,4887915.96,7588415.425714285,1277526.0872910654,0.14676154412586717,0.0,0,34778.0,33695.0,32576.571428571428,71941.0,298.0,4549233.48,7588415.425714285,7369345.990999999,1277526.0872910654,0,0,0,6,16,6481493.13,6025485.77,951233.9400000004,491583.60000000056,495226.5800000001,0,0,4968.285714285715
2015-04-20,8942873.22,6952833.82,0,0,20,4,2,2015,17,0,0,0,6854069.17,8008850.6,4566270.71,7575976.24,1285279.3293997785,-0.07785270393360488,0.0,0,34164.0,32788.0,32643.571428571428,71941.0,298.0,5947351.85,7575976.24,7434884.431333333,1285279.3293997785,0,0,0,5,15,7432727.07,6481493.13,-578657.9000000004,-1154781.4299999997,-1529891.8400000008,0,0,34164.0
2015-04-21,11246554.8,8986101.87,0,1,21,4,2,2015,17,0,0,0,8942873.22,9764966.49,5271032.0,7709408.042857142,1382513.2035406772,0.3047538620039927,0.0,0,33331.0,31794.0,32721.14285714286,71941.0,298.0,6969771.13,7709408.042857142,7580771.181666667,1382513.2035406772,0,0,0,4,14,6854069.17,7432727.07,2088804.0500000007,-822093.2699999996,2667461.950000001,0,0,16665.5
2015-04-22,9099886.14,7216624.95,0,2,22,4,2,2015,17,0,0,0,11246554.8,8464241.45,5172623.98,7921063.515714286,1800025.7833986278,0.2575997135739334,0.0,0,29124.0,30748.0,32339.714285714286,71941.0,298.0,6923568.08,7921063.515714286,7779955.275,1800025.7833986278,0,0,0,3,13,8942873.22,6854069.17,2303681.58,2782313.3500000015,214877.52999999933,0,0,9708.0
2015-04-23,7548994.85,5939101.06,0,3,23,4,2,2015,17,0,0,0,9099886.14,6025485.77,6187718.83,8011869.899999999,1847404.3430645568,-0.19087344508382242,0.0,0,28703.0,30162.0,32047.571428571428,71941.0,298.0,5334934.77,8011869.899999999,7910864.013666666,1847404.3430645568,0,0,0,2,12,11246554.8,8942873.22,-2146668.66,3074400.370000001,-4450350.24,0,0,7175.75
2015-04-24,6578500.68,5143109.11,0,4,24,4,2,2015,17,0,0,0,7548994.85,6481493.13,6763449.95,8229514.054285714,1654003.4963373046,-0.17042974671768818,0.0,0,33494.0,34071.0,32523.571428571428,71941.0,298.0,5286341.9,8229514.054285714,7956239.880999999,1654003.4963373046,0,0,0,1,11,9099886.14,11246554.8,-1550891.290000001,1067501.7199999997,595777.3699999992,0,0,6698.8
2015-04-25,9981817.81,7741342.2,0,5,25,4,2,2015,17,1,0,0,6578500.68,7432727.07,6983791.47,8243372.275714286,1637237.9715849517,-0.1285593895987358,0.0,0,31753.0,34778.0,32192.428571428572,71941.0,298.0,7223512.23,8243372.275714286,7950074.905333334,1637237.9715849517,1,0,0,0,10,7548994.85,9099886.14,-970494.1699999999,-854226.3900000006,580397.120000001,1,0,5292.166666666667
2015-04-26,8486257.42,6790371.72,0,6,26,4,2,2015,17,1,0,0,9981817.81,6854069.17,5007891.27,8607528.095714286,1708804.1652497288,0.5173393293622037,0.0,0,36571.0,34164.0,32448.571428571428,71941.0,298.0,6941143.47,8607528.095714286,8050009.116666666,1708804.1652497288,0,0,0,5,9,6578500.68,7548994.85,3403317.130000001,3127748.6400000006,4373811.300000001,0,0,5224.428571428572
2015-04-27,11233528.64,8990933.6,0,0,27,4,2,2015,18,0,0,0,8486257.42,8942873.22,5941997.22,8840697.845714286,1531860.606009601,-0.1498284599526266,0.0,0,30907.0,33331.0,31983.285714285714,71941.0,298.0,8008850.6,8840697.845714286,8165954.654999999,1531860.606009601,0,0,0,4,8,9981817.81,6578500.68,-1495560.3900000006,-456615.80000000075,-4898877.520000001,0,0,30907.0
2015-04-28,14371525.01,11368208.46,0,1,28,4,2,2015,18,0,0,0,11233528.64,11246554.8,6087900.7,9167934.334285716,1781628.2283475178,0.3237317799864714,0.0,0,34074.0,29124.0,32089.428571428572,71941.0,298.0,9764966.49,9167934.334285716,8342339.035666666,1781628.2283475178,0,0,0,3,7,8486257.42,9981817.81,2747271.2200000007,-13026.160000000149,4242831.610000001,0,0,17037.0
2015-04-29,15294818.22,12456433.34,0,2,29,4,2,2015,18,0,0,0,14371525.01,9099886.14,14251354.04,9614358.650000002,2595085.902770077,0.27934200112565866,0.0,0,31168.0,28703.0,32381.428571428572,71941.0,298.0,8464241.45,9614358.650000002,8618459.845999999,2595085.902770077,0,0,0,2,6,11233528.64,8486257.42,3137996.369999999,5271638.869999999,390725.1499999985,0,0,10389.333333333334
2015-04-30,14911130.64,11744026.43,0,3,30,4,2,2015,18,0,0,1,15294818.22,7548994.85,14813965.34,10499348.947142858,3339843.0411506817,0.06424462326423641,0.0,0,35794.0,33494.0,33394.42857142857,73639.0,356.0,6025485.77,10499348.947142858,8653241.985333333,3339843.0411506817,0,0,0,1,5,14371525.01,11233528.64,923293.2100000009,7745823.370000001,-2214703.1599999983,0,0,8948.5
2015-05-01,11462217.29,9026019.09,0,4,1,5,2,2015,18,0,1,0,14911130.64,6578500.68,13697879.88,11551082.631428571,3414272.2857003566,-0.02508611573416919,0.0,0,28994.0,31753.0,32751.571428571428,73639.0,356.0,6481493.13,11551082.631428571,8656480.828666667,3414272.2857003566,1,0,0,0,4,15294818.22,14371525.01,-383687.5800000001,8332629.960000001,-1306980.790000001,0,0,5798.8
2015-05-02,8951414.69,7003240.14,0,5,2,5,2,2015,18,1,0,0,11462217.29,9981817.81,11638587.41,12248756.432857143,2640000.5081516155,-0.23129790981430243,0.0,0,30846.0,36571.0,32622.0,73639.0,356.0,7432727.07,12248756.432857143,8581958.742333334,2640000.5081516155,0,0,0,3,3,14911130.64,15294818.22,-3448913.3500000015,1480399.4799999986,-3065225.7700000014,0,0,5141.0
2015-05-03,7902349.85,6325430.88,0,6,3,5,2,2015,18,1,0,0,8951414.69,8486257.42,10239965.04,12101555.987142857,2810675.8424829096,-0.2190503404773615,0.0,0,33476.0,30907.0,32179.85714285714,73639.0,356.0,6854069.17,12101555.987142857,8492386.318333333,2810675.8424829096,0,0,0,2,2,11462217.29,14911130.64,-2510802.5999999996,465157.26999999955,938110.7500000019,0,0,4782.285714285715
2015-05-04,4063632.19,3220456.05,0,0,4,5,2,2015,19,0,0,0,7902349.85,11233528.64,4214414.51,12018140.620000001,2941474.5094200084,-0.11719542400062799,0.0,0,24534.0,34074.0,31269.428571428572,73639.0,356.0,8942873.22,12018140.620000001,8414465.811999999,2941474.5094200084,0,0,0,1,1,8951414.69,11462217.29,-1049064.8399999999,-3331178.790000001,1461737.7599999998,0,0,24534.0
2015-05-05,4993358.48,3895803.59,0,1,5,5,2,2015,19,0,0,0,4063632.19,14371525.01,4549233.48,10993869.698571429,4227456.006035596,-0.48576913612600936,0.0,0,29719.0,31168.0,30647.285714285714,73639.0,356.0,11246554.8,10993869.698571429,8409439.734666666,4227456.006035596,1,1,0,0,0,7902349.85,8951414.69,-3838717.6599999997,-10307892.82,-2789652.82,0,0,14859.5
2015-05-06,5912157.02,4721080.32,0,2,6,5,2,2015,19,0,0,0,4993358.48,15294818.22,5947351.85,9654131.622857142,4458355.421724999,0.22879193945946197,0.0,0,28430.0,35794.0,30256.14285714286,73639.0,356.0,9099886.14,9654131.622857142,8424243.901333334,4458355.421724999,0,0,0,9,30,4063632.19,7902349.85,929726.2900000005,-10301459.74,4768443.95,0,0,9476.666666666666
2015-05-07,6417545.13,5062352.65,0,3,7,5,2,2015,19,0,0,0,5912157.02,14911130.64,6969771.13,8313751.451428571,3848599.182648078,0.18400412141048594,0.0,0,27853.0,28994.0,29121.714285714286,73639.0,356.0,7548994.85,8313751.451428571,8423070.740333332,3848599.182648078,0,0,0,8,29,4993358.48,4063632.19,918798.5399999991,-8998973.620000001,-10927.750000001397,0,0,6963.25
2015-05-08,4654167.53,3561342.38,0,4,8,5,2,2015,19,0,0,0,6417545.13,11462217.29,6923568.08,7100382.092857143,2537538.9607999674,0.08548286324100385,0.0,0,24031.0,30846.0,28412.714285714286,73639.0,356.0,6578500.68,7100382.092857143,8404663.206999999,2537538.9607999674,0,0,0,7,28,5912157.02,4993358.48,505388.11000000034,-5044672.159999999,-413410.42999999877,0,0,4806.2
2015-05-09,4178643.57,3269969.19,0,5,9,5,2,2015,19,1,0,0,4654167.53,8951414.69,5334934.77,6127803.555714286,1778183.538970324,-0.2747744759529256,0.0,0,29160.0,33476.0,28171.85714285714,73639.0,356.0,9981817.81,6127803.555714286,8329016.522,1778183.538970324,0,0,0,6,27,6417545.13,5912157.02,-1763377.5999999996,-4297247.159999999,-2268765.71,0,0,4860.0
2015-05-10,5135747.06,3949880.44,0,6,10,5,2,2015,19,1,0,0,4178643.57,7902349.85,5286341.9,5445979.11,1387075.6395154062,-0.10217164658015665,0.0,0,31489.0,24534.0,27888.0,73639.0,356.0,8486257.42,5445979.11,8290473.482,1387075.6395154062,0,0,0,5,26,4654167.53,6417545.13,-475523.9600000004,-3723706.28,1287853.6399999992,0,0,4498.428571428572
2015-05-11,6740124.2,5364204.35,0,0,11,5,2,2015,20,0,0,0,5135747.06,4063632.19,7223512.23,5050750.140000001,867267.5596233895,0.2290464534643235,0.0,0,28854.0,29719.0,28505.14285714286,73639.0,356.0,11233528.64,5050750.140000001,8285453.654,867267.5596233895,0,0,0,4,25,4178643.57,4654167.53,957103.4899999998,1072114.8699999996,1432627.4500000002,0,0,28854.0
2015-05-12,6877097.83,5464941.46,0,1,12,5,2,2015,20,0,0,0,6740124.2,4993358.48,6941143.47,5433106.141428572,945967.6002591415,0.3123941115589133,0.0,0,30303.0,28430.0,28588.571428571428,73639.0,356.0,14371525.01,5433106.141428572,8269340.719666666,945967.6002591415,0,0,0,3,24,5135747.06,4178643.57,1604377.1400000006,1746765.7199999997,647273.6500000008,0,0,15151.5
2015-05-13,8472230.27,6752088.25,0,2,13,5,2,2015,20,0,0,0,6877097.83,5912157.02,8008850.6,5702211.762857142,1060969.473876017,0.020322122550798127,0.0,0,29164.0,27853.0,28693.428571428572,73639.0,356.0,15294818.22,5702211.762857142,8267205.864999999,1060969.473876017,0,0,0,2,23,6740124.2,5135747.06,136973.6299999999,964940.8100000005,-1467403.5100000007,0,0,9721.333333333334
2015-05-14,8373161.73,6566657.69,0,3,14,5,2,2015,20,0,0,0,8472230.27,6417545.13,9764966.49,6067936.512857142,1497029.3203853064,0.23194848749156138,0.0,0,28695.0,24031.0,28813.714285714286,73639.0,356.0,14911130.64,6067936.512857142,8282651.854,1497029.3203853064,0,0,0,1,22,6877097.83,6740124.2,1595132.4399999995,2054685.1399999997,1458158.8099999996,0,0,7173.75
2015-05-15,6454103.0,5103049.75,0,4,15,5,2,2015,20,0,0,0,8373161.73,4654167.53,8464241.45,6347310.312857143,1736474.8674755553,-0.011693324761343993,0.0,0,24060.0,29160.0,28817.85714285714,73639.0,356.0,11462217.29,6347310.312857143,8236258.362000001,1736474.8674755553,1,0,0,0,21,8472230.27,6877097.83,-99068.5399999991,3718994.2,-1694200.9799999986,0,0,4812.0
2015-05-16,6409003.84,5140481.43,0,5,16,5,2,2015,20,1,0,0,6454103.0,4178643.57,6025485.77,6604443.951428571,1569178.0242394737,-0.2291916472990425,0.0,0,27784.0,31489.0,28621.285714285714,73639.0,356.0,8951414.69,6604443.951428571,8169253.747,1569178.0242394737,0,0,0,9,20,8373161.73,8472230.27,-1919058.7300000004,2275459.43,-1819990.1900000013,0,0,4630.666666666667
2015-05-17,6593507.34,5168476.45,0,6,17,5,2,2015,20,1,0,0,6409003.84,5135747.06,6481493.13,6923066.8471428575,1170253.7851138187,-0.006987672802866718,0.0,0,25165.0,28854.0,27717.85714285714,73639.0,356.0,7902349.85,6923066.8471428575,8182037.682666666,1170253.7851138187,0,0,0,8,19,6454103.0,8373161.73,-45099.16000000015,1273256.7800000003,1873959.5700000003,0,0,3595.0
2015-05-18,7049312.68,5707463.8,0,0,18,5,2,2015,21,0,0,0,6593507.34,6740124.2,7432727.07,7131318.315714287,896983.8587864044,0.02878817123629629,0.0,0,32410.0,30303.0,28225.85714285714,73639.0,356.0,4063632.19,7131318.315714287,8185771.489666667,896983.8587864044,0,0,0,7,18,6409003.84,6454103.0,184503.5,-146616.86000000034,229602.66000000015,0,0,32410.0
2015-05-19,8167385.27,6584434.28,0,1,19,5,2,2015,21,0,0,0,7049312.68,6877097.83,6854069.17,7175488.098571428,881997.3126977187,0.06912942027603775,0.0,0,26179.0,29164.0,27636.714285714286,73639.0,356.0,4993358.48,7175488.098571428,8172991.010000001,881997.3126977187,0,0,0,6,17,6593507.34,6409003.84,455805.33999999985,172214.84999999963,271301.83999999985,0,0,13089.5
2015-05-20,10886447.11,8610088.68,0,2,20,5,2,2015,21,0,0,0,8167385.27,8472230.27,8942873.22,7359814.875714286,942028.3327783336,0.15860731971389863,0.0,0,29063.0,28695.0,27622.285714285714,73639.0,356.0,5912157.02,7359814.875714286,8216768.213333334,942028.3327783336,0,0,0,5,16,7049312.68,6593507.34,1118072.5899999999,-304845.0,662267.25,0,0,9687.666666666666
2015-05-21,9585349.34,7629673.54,0,3,21,5,2,2015,21,0,0,0,10886447.11,8373161.73,11246554.8,7704702.995714285,1617175.3397916819,0.33291705363618784,0.0,0,30494.0,24060.0,27879.285714285714,73639.0,356.0,6417545.13,7704702.995714285,8281554.009666666,1617175.3397916819,0,0,0,4,15,8167385.27,7049312.68,2719061.84,2513285.379999999,1600989.25,0,0,7623.5
2015-05-22,6849849.55,5526949.11,0,4,22,5,2,2015,21,0,0,0,9585349.34,6454103.0,9099886.14,7877872.654285714,1759337.7521132873,-0.11951537143875401,0.0,0,29062.0,27784.0,28593.85714285714,73639.0,356.0,4654167.53,7877872.654285714,8226180.494333333,1759337.7521132873,0,0,0,3,14,10886447.11,8167385.27,-1301097.7699999996,3131246.34,-4020159.6099999994,0,0,5812.4
2015-05-23,5769728.11,4699867.99,0,5,23,5,2,2015,21,1,0,0,6849849.55,6409003.84,7548994.85,7934407.875714285,1711673.3436276494,-0.285383421403815,0.0,0,27267.0,25165.0,28520.0,73639.0,356.0,4178643.57,7934407.875714285,8151179.274666667,1711673.3436276494,0,0,0,2,13,9585349.34,10886447.11,-2735499.79,440845.70999999996,-1434402.0200000005,0,0,4544.5
2015-05-24,7759286.87,6115304.75,0,6,24,5,2,2015,21,1,0,0,5769728.11,6593507.34,6578500.68,7843082.771428571,1820235.9235788907,-0.15768542536821106,0.0,0,30173.0,32410.0,29235.428571428572,73639.0,356.0,5135747.06,7843082.771428571,8091870.383333334,1820235.9235788907,0,0,0,1,12,6849849.55,9585349.34,-1080121.4399999995,-823779.2299999995,1655378.3500000006,0,0,4310.428571428572
2015-05-25,6648911.62,5479719.27,0,0,25,5,2,2015,22,0,0,0,7759286.87,7049312.68,9981817.81,8009622.704285714,1738341.5014766464,0.3448271256580926,0.0,0,27244.0,26179.0,28497.428571428572,73639.0,356.0,6740124.2,8009622.704285714,8131229.9229999995,1738341.5014766464,1,0,0,0,11,5769728.11,6849849.55,1989558.7599999998,709974.1900000004,3069680.1999999993,0,0,27244.0
2015-05-26,7250067.07,5753775.74,0,1,26,5,2,2015,22,0,0,0,6648911.62,8167385.27,8486257.42,7952422.552857144,1781264.6895500352,-0.14310274495625142,0.0,0,29094.0,29063.0,28913.85714285714,73639.0,356.0,6877097.83,7952422.552857144,8020133.05,1781264.6895500352,0,0,0,5,10,7759286.87,5769728.11,-1110375.25,-1518473.6499999994,-3099934.01,0,0,14547.0
2015-05-27,11264269.11,8911794.91,0,2,27,5,2,2015,22,0,0,0,7250067.07,10886447.11,11233528.64,7821377.095714286,1796492.2876307354,0.09041411352073281,0.0,0,27670.0,30494.0,28714.85714285714,73639.0,356.0,8472230.27,7821377.095714286,7978926.705,1796492.2876307354,0,0,0,4,9,6648911.62,7759286.87,601155.4500000002,-3636380.039999999,1711530.7000000002,0,0,9223.333333333334
2015-05-28,10886440.76,8702126.28,0,3,28,5,2,2015,22,0,0,0,11264269.11,9585349.34,14371525.01,7875351.667142858,1906251.3687922042,0.553677917906489,0.0,0,26401.0,29062.0,28130.14285714286,73639.0,356.0,8373161.73,7875351.667142858,7979951.3873333335,1906251.3687922042,0,0,0,3,8,7250067.07,6648911.62,4014202.039999999,1678919.7699999996,3413046.589999999,0,0,6600.25
2015-05-29,7443400.33,6010039.49,0,4,29,5,2,2015,22,0,0,0,10886440.76,6849849.55,15294818.22,8061221.869999999,2148778.608260526,-0.03354219846049111,0.0,0,27850.0,27267.0,27957.0,73639.0,356.0,6454103.0,8061221.869999999,7863781.912333334,2148778.608260526,0,0,0,2,7,11264269.11,7250067.07,-377828.3499999996,4036591.21,-4392030.389999999,0,0,5570.0
